student_id,name,age,gender,attendance_rate,time_spent_hours,quiz_avg_score,assignments_completed,forum_posts,badges_earned,final_exam_score,final_grade,dropout_risk,feedback_text,sentiment
4499,Kavya Reddy,23,Female,0.7,31.29,0.5,7,30,9,45.94,D,0,Not useful at all,Negative
4500,Divya Kumar,24,Male,1,61.86,0.72,6,21,8,81.97,B,0,Excellent platform for learning,Positive
4501,Rahul Gupta,18,Male,0.68,56.11,0.88,4,13,3,68.58,C,0,Normal learning experience,Neutral
4502,Priya Gupta,24,Female,1,24.26,0.61,9,29,6,59.94,C,0,Okay course,Neutral
4503,Arun Kumar,27,Female,0.96,43.8,1,8,48,3,82.74,B,0,Loved the teaching style,Positive
4504,Priya Iyer,22,Female,0.81,25.27,0.53,5,37,7,70.41,B,0,Helped me improve a lot,Positive
4505,Karthik Reddy,20,Female,0.75,36.26,0.93,5,11,3,62.58,C,0,Nothing special,Neutral
4506,Divya Reddy,29,Male,0.77,28.77,0.52,4,21,2,60.15,C,0,Okay course,Neutral
4507,Arun Das,30,Female,1,49.61,0.63,4,16,7,72.25,B,0,Very engaging and informative,Positive
4508,Divya Gupta,20,Male,0.8,46.98,0.8,3,21,8,75.58,B,0,Excellent platform for learning,Positive
4509,Sneha Gupta,26,Female,0.61,37.14,0.35,3,39,2,43.76,D,0,Very confusing content,Negative
4510,Suresh Nair,28,Female,0.71,38.58,0.98,6,5,5,71.71,B,0,Helped me improve a lot,Positive
4511,Priya Kumar,18,Male,0.73,16.49,0.28,8,27,8,44.15,D,0,Waste of time,Negative
4512,Vijay Das,21,Female,0.53,2.56,0.63,8,2,1,46.04,D,0,Too difficult to follow,Negative
4513,Arun Patel,18,Male,0.61,26.3,0.67,9,38,6,59.96,C,0,Okay course,Neutral
4514,Meena Singh,20,Female,0.47,77.18,0.88,5,32,7,75.45,B,0,Helped me improve a lot,Positive
4515,Anjali Gupta,27,Female,0.88,75.14,0.8,3,18,6,71.47,B,0,Loved the teaching style,Positive
4516,Anjali Das,23,Female,0.75,38.25,0.56,7,46,8,64.92,C,0,Okay course,Neutral
4517,Rahul Das,23,Male,0.72,24.1,0.7,4,35,1,63.19,C,0,Average experience,Neutral
4518,Meena Das,25,Male,0.36,63.28,0.83,4,27,8,57.93,C,0,Okay course,Neutral
4519,Divya Nair,29,Male,0.96,31.99,0.67,9,2,3,62.53,C,0,Average experience,Neutral
4520,Rahul Patel,19,Male,1,42.42,1,3,1,3,78.13,B,0,Excellent platform for learning,Positive
4521,Priya Iyer,29,Female,0.91,61.57,0.81,9,29,8,84.48,B,0,Excellent platform for learning,Positive
4522,Divya Das,21,Male,0.59,5.52,0.66,8,19,4,53.67,D,0,Waste of time,Negative
4523,Meena Reddy,27,Female,0.96,36.82,0.58,9,41,7,64.06,C,0,Normal learning experience,Neutral
4524,Ravi Sharma,22,Male,0.94,36.86,0.58,7,7,4,58.11,C,0,Normal learning experience,Neutral
4525,Kavya Verma,30,Female,0.75,43.08,0.35,7,29,2,51.01,D,0,Poor explanations,Negative
4526,Kavya Gupta,19,Female,0.77,41.35,0.29,5,6,0,47.25,D,0,Too difficult to follow,Negative
4527,Kavya Gupta,26,Male,0.5,49.96,0.27,9,25,3,40.93,D,0,Too difficult to follow,Negative
4528,Ravi Kumar,23,Male,0.83,41.45,0.56,9,32,6,56.93,C,0,Nothing special,Neutral
4529,Suresh Nair,27,Female,0.49,8.51,0.77,9,27,3,50.73,D,1,Too difficult to follow,Negative
4530,Sneha Das,26,Female,1,62.64,0.82,7,11,3,80.16,B,0,Great course and very helpful,Positive
4531,Ravi Verma,23,Female,0.57,64.2,0.75,6,24,8,58.94,C,0,Can be improved,Neutral
4532,Meena Reddy,24,Female,0.69,35.11,0.78,9,10,2,67.79,C,0,Can be improved,Neutral
4533,Rahul Patel,30,Female,1,59.94,0.82,5,8,2,83.23,B,0,Helped me improve a lot,Positive
4534,Suresh Verma,29,Female,0.74,73.92,0.72,4,29,6,64.59,C,0,Normal learning experience,Neutral
4535,Rahul Sharma,19,Female,0.94,52.92,1,6,0,6,66.57,C,0,Okay course,Neutral
4536,Sneha Verma,22,Male,0.79,15.77,0.34,8,6,1,56.67,C,0,Okay course,Neutral
4537,Rahul Sharma,22,Male,1,62.46,0.59,7,15,8,65.45,C,0,Nothing special,Neutral
4538,Karthik Kumar,25,Male,0.58,68.8,0.51,6,7,9,52.76,D,0,Very confusing content,Negative
4539,Karthik Sharma,18,Female,0.78,40.75,0.57,4,10,5,52.51,D,0,Waste of time,Negative
4540,Meena Kumar,27,Male,0.56,53.92,0.64,4,32,6,58.73,C,0,Nothing special,Neutral
4541,Rahul Nair,25,Female,0.61,42.71,0.76,9,15,0,67.16,C,0,Okay course,Neutral
4542,Sneha Patel,28,Female,0.91,53.98,0.64,8,44,1,70.51,B,0,Great course and very helpful,Positive
4543,Kavya Reddy,22,Male,0.56,54.72,0.96,9,43,5,68.65,C,0,Normal learning experience,Neutral
4544,Arun Nair,24,Female,0.88,35.92,0.78,8,37,2,66.24,C,0,Normal learning experience,Neutral
4545,Meena Kumar,30,Male,0.18,54.15,0.74,7,34,5,54.96,D,0,Poor explanations,Negative
4546,Suresh Patel,22,Female,0.94,35.16,0.69,5,38,3,71.88,B,0,Excellent platform for learning,Positive
4547,Ravi Sharma,23,Male,0.69,55.17,0.46,9,9,0,64.61,C,0,Normal learning experience,Neutral
4548,Sneha Kumar,20,Female,0.81,40.8,0.64,8,15,1,61.93,C,0,Nothing special,Neutral
4549,Rahul Reddy,20,Male,0.56,28.01,1,8,27,4,81.89,B,0,Very engaging and informative,Positive
4550,Suresh Patel,29,Female,0.67,68.37,0.65,6,49,1,78.83,B,0,Helped me improve a lot,Positive
4551,Meena Gupta,29,Female,0.58,49.58,0.73,9,25,6,65.28,C,0,Normal learning experience,Neutral
4552,Ravi Reddy,22,Male,0.83,52.45,0.96,8,7,4,74.65,B,0,Excellent platform for learning,Positive
4553,Suresh Das,25,Female,0.73,17.43,0.53,9,14,7,56.65,C,0,Nothing special,Neutral
4554,Rahul Iyer,24,Male,0.61,57.08,0.94,7,4,1,60.19,C,0,Nothing special,Neutral
4555,Suresh Gupta,21,Male,0.96,36.29,0.97,8,13,3,77.59,B,0,Great course and very helpful,Positive
4556,Ravi Das,29,Female,0.9,36.59,0.76,9,38,5,71.19,B,0,Very engaging and informative,Positive
4557,Sneha Iyer,29,Female,0.8,44.24,0.9,5,27,7,72.45,B,0,Excellent platform for learning,Positive
4558,Suresh Nair,23,Female,0.76,16.43,0.54,4,23,3,52.82,D,0,Too difficult to follow,Negative
4559,Vijay Patel,21,Female,0.98,21.37,0.74,8,11,7,62.67,C,0,Can be improved,Neutral
4560,Kavya Sharma,18,Female,0.88,31.74,0.61,9,43,2,63.58,C,0,Can be improved,Neutral
4561,Rahul Verma,28,Female,0.72,46.23,0.45,8,13,2,53.93,D,0,Not useful at all,Negative
4562,Sneha Nair,18,Female,0.85,46.34,0.67,6,13,3,58.77,C,0,Can be improved,Neutral
4563,Arun Nair,18,Female,0.57,46.86,0.55,8,22,7,50.63,D,0,Poor explanations,Negative
4564,Karthik Nair,30,Male,0.55,33.05,0.71,8,45,8,63.38,C,0,Average experience,Neutral
4565,Priya Gupta,24,Female,0.94,42.87,0.82,3,16,5,67.93,C,0,Okay course,Neutral
4566,Suresh Das,30,Male,0.62,13.3,0.79,9,11,1,54.44,D,0,Waste of time,Negative
4567,Arun Gupta,19,Male,1,37.53,0.58,7,3,1,60.51,C,0,Okay course,Neutral
4568,Ravi Iyer,28,Male,0.68,42.54,0.62,4,37,3,62.83,C,0,Normal learning experience,Neutral
4569,Karthik Reddy,28,Female,0.36,43.65,0.64,3,35,5,48.43,D,0,Very confusing content,Negative
4570,Rahul Nair,26,Female,0.92,61.46,0.93,5,42,7,84.15,B,0,Excellent platform for learning,Positive
4571,Sneha Verma,21,Female,0.71,54.95,0.58,6,12,7,61.58,C,0,Nothing special,Neutral
4572,Arun Iyer,20,Male,0.74,37.57,0.56,3,15,0,53.74,D,0,Poor explanations,Negative
4573,Vijay Singh,24,Female,0.86,36.02,0.73,5,12,2,63.59,C,0,Can be improved,Neutral
4574,Arun Das,18,Male,0.58,67.3,0.71,6,14,8,65.54,C,0,Average experience,Neutral
4575,Suresh Patel,18,Male,0.6,48.97,0.6,4,5,3,56.12,C,0,Normal learning experience,Neutral
4576,Suresh Iyer,20,Male,0.3,29.17,0.5,6,11,3,43.85,D,0,Poor explanations,Negative
4577,Arun Das,23,Male,0.51,48.31,0.64,7,9,1,58.38,C,0,Nothing special,Neutral
4578,Kavya Verma,30,Female,0.63,59.74,0.69,7,27,3,56.71,C,0,Average experience,Neutral
4579,Arun Kumar,18,Male,0.7,51.61,0.34,8,11,9,52.79,D,0,Waste of time,Negative
4580,Rahul Reddy,23,Female,0.73,19.8,0.7,7,4,1,57.34,C,0,Can be improved,Neutral
4581,Divya Verma,27,Female,0.57,48.58,0.84,4,45,9,64.2,C,0,Okay course,Neutral
4582,Divya Verma,27,Female,0.77,56.77,0.52,5,3,7,62.91,C,0,Average experience,Neutral
4583,Priya Kumar,29,Male,0.99,22.27,0.8,9,19,2,73.11,B,0,Excellent platform for learning,Positive
4584,Priya Kumar,19,Male,0.73,7.18,0.36,3,19,4,45.5,D,0,Not useful at all,Negative
4585,Divya Patel,19,Male,0.65,31.61,1,3,29,1,58.45,C,0,Okay course,Neutral
4586,Priya Sharma,20,Male,0.88,80.38,0.91,3,34,8,86.27,A,0,Great course and very helpful,Positive
4587,Anjali Das,26,Female,0.88,34.45,0.92,6,21,4,80.2,B,0,Loved the teaching style,Positive
4588,Ravi Das,25,Male,0.74,53.18,0.83,5,27,4,68.85,C,0,Okay course,Neutral
4589,Arun Singh,23,Female,0.63,65.07,0.46,9,0,4,60.4,C,0,Can be improved,Neutral
4590,Suresh Verma,26,Male,1,53.85,0.88,9,43,7,86.61,A,0,Helped me improve a lot,Positive
4591,Kavya Das,27,Female,0.77,26.07,0.42,9,4,6,52.77,D,0,Very confusing content,Negative
4592,Priya Das,21,Male,1,59.69,0.67,9,15,2,75.66,B,0,Loved the teaching style,Positive
4593,Meena Verma,23,Male,1,47.49,0.73,7,49,6,83.13,B,0,Great course and very helpful,Positive
4594,Priya Kumar,25,Male,0.86,39.14,0.47,7,47,3,65.04,C,0,Nothing special,Neutral
4595,Meena Sharma,21,Female,0.77,29.34,0.42,8,27,7,48.52,D,0,Not useful at all,Negative
4596,Divya Verma,27,Male,0.63,36.09,0.87,3,21,0,56.92,C,0,Nothing special,Neutral
4597,Arun Sharma,30,Male,0.63,48.88,0.84,9,0,9,62.01,C,0,Can be improved,Neutral
4598,Arun Patel,28,Male,0.85,15.94,0.55,4,31,4,54.58,D,0,Waste of time,Negative
4599,Karthik Nair,23,Female,0.95,35.85,0.49,4,30,0,65.45,C,0,Normal learning experience,Neutral
4600,Meena Kumar,22,Male,0.98,25.23,0.78,9,44,3,67.18,C,0,Average experience,Neutral
4601,Ravi Nair,24,Male,0.5,40.37,0.77,9,2,6,58.65,C,0,Normal learning experience,Neutral
4602,Kavya Kumar,21,Male,0.72,47.99,0.46,4,40,2,63.49,C,0,Average experience,Neutral
4603,Sneha Kumar,23,Female,0.62,39.82,0.36,6,22,3,47.89,D,0,Not useful at all,Negative
4604,Kavya Singh,22,Female,0.65,12.35,0.95,3,24,6,57.78,C,0,Can be improved,Neutral
4605,Ravi Das,30,Male,0.53,35.65,0.74,7,43,5,62.08,C,0,Nothing special,Neutral
4606,Ravi Sharma,24,Female,0.79,41.65,0.31,9,11,9,62.35,C,0,Nothing special,Neutral
4607,Divya Verma,22,Male,0.27,46.68,0.54,4,41,5,51.52,D,0,Poor explanations,Negative
4608,Kavya Singh,28,Female,0.37,42.08,0.84,3,33,5,55.58,C,0,Average experience,Neutral
4609,Rahul Verma,25,Male,0.62,29.32,0.43,4,35,4,40.09,D,0,Waste of time,Negative
4610,Kavya Singh,26,Male,0.49,44.54,0.39,4,36,9,51.99,D,0,Not useful at all,Negative
4611,Meena Kumar,28,Male,0.64,47.7,0.59,4,38,1,57.1,C,0,Nothing special,Neutral
4612,Divya Verma,26,Female,0.56,24.92,0.63,8,29,8,48.1,D,0,Poor explanations,Negative
4613,Rahul Gupta,30,Female,0.89,40.46,0.78,7,27,7,75.74,B,0,Great course and very helpful,Positive
4614,Anjali Gupta,22,Male,0.78,22.53,0.96,9,24,6,65.57,C,0,Can be improved,Neutral
4615,Ravi Gupta,26,Male,0.59,44.65,0.65,5,35,3,61.71,C,0,Nothing special,Neutral
4616,Vijay Das,30,Female,0.6,22.39,0.4,4,19,3,40.49,D,0,Not useful at all,Negative
4617,Meena Gupta,26,Female,0.65,34.83,0.81,5,35,8,61.86,C,0,Okay course,Neutral
4618,Priya Iyer,19,Female,0.76,49.87,0.52,3,25,7,59.32,C,0,Can be improved,Neutral
4619,Sneha Reddy,22,Female,0.37,4.24,0.52,3,9,2,26.38,Fail,1,Waste of time,Negative
4620,Ravi Nair,25,Male,0.54,49.96,0.87,5,45,5,68.29,C,0,Average experience,Neutral
4621,Divya Kumar,21,Female,0.74,36.28,0.66,4,29,2,64.58,C,0,Nothing special,Neutral
4622,Arun Kumar,23,Male,1,28.93,0.66,6,3,0,56.08,C,0,Average experience,Neutral
4623,Meena Patel,19,Female,0.88,23.04,0.94,8,34,4,67.47,C,0,Average experience,Neutral
4624,Sneha Reddy,25,Female,0.69,42.38,0.98,4,37,6,66.72,C,0,Normal learning experience,Neutral
4625,Ravi Das,27,Male,0.58,42.21,0.73,5,1,6,46.46,D,0,Too difficult to follow,Negative
4626,Anjali Kumar,26,Female,0.65,68.58,0.57,8,7,9,57.44,C,0,Okay course,Neutral
4627,Kavya Verma,30,Male,0.81,20.36,0.72,5,22,1,61.23,C,0,Nothing special,Neutral
4628,Vijay Nair,30,Female,0.82,58.15,0.71,9,20,0,75.96,B,0,Loved the teaching style,Positive
4629,Ravi Gupta,20,Female,0.98,24.34,0.31,6,12,9,51.93,D,0,Too difficult to follow,Negative
4630,Suresh Nair,30,Female,0.88,44.73,0.58,4,31,4,72.27,B,0,Helped me improve a lot,Positive
4631,Ravi Singh,26,Male,0.87,51.19,0.66,8,49,8,74.16,B,0,Very engaging and informative,Positive
4632,Rahul Nair,22,Male,0.94,51.66,0.72,7,48,2,76.66,B,0,Great course and very helpful,Positive
4633,Priya Iyer,29,Male,0.92,56.07,0.58,8,22,9,73.41,B,0,Helped me improve a lot,Positive
4634,Anjali Iyer,23,Female,1,46.4,0.74,8,26,1,74.1,B,0,Very engaging and informative,Positive
4635,Arun Iyer,22,Male,0.62,38.55,0.63,3,22,8,56.27,C,0,Average experience,Neutral
4636,Meena Verma,30,Male,0.87,28.61,0.48,9,8,7,53.65,D,0,Very confusing content,Negative
4637,Meena Kumar,23,Male,0.47,35.26,0.75,6,12,7,48.82,D,0,Too difficult to follow,Negative
4638,Arun Gupta,30,Female,0.54,49.53,0.31,7,12,5,45.26,D,0,Not useful at all,Negative
4639,Sneha Singh,26,Female,0.85,38.64,0.92,9,11,1,65.18,C,0,Nothing special,Neutral
4640,Divya Singh,26,Female,0.89,43.28,1,4,26,5,70.53,B,0,Excellent platform for learning,Positive
4641,Suresh Patel,20,Male,0.86,47.94,0.77,8,47,2,71.76,B,0,Loved the teaching style,Positive
4642,Suresh Das,29,Female,0.51,48.64,0.85,6,40,9,58.17,C,0,Can be improved,Neutral
4643,Rahul Verma,29,Female,0.88,36.08,0.78,3,40,3,64.59,C,0,Okay course,Neutral
4644,Sneha Gupta,18,Male,0.83,63.58,0.63,5,34,7,66.15,C,0,Okay course,Neutral
4645,Sneha Kumar,27,Female,0.79,33.35,0.84,3,15,6,63.99,C,0,Normal learning experience,Neutral
4646,Karthik Nair,25,Male,0.59,58.6,0.7,9,6,9,50.63,D,0,Very confusing content,Negative
4647,Sneha Kumar,25,Female,0.56,44.28,1,6,30,6,67.39,C,0,Average experience,Neutral
4648,Sneha Nair,22,Female,0.92,38.71,0.78,6,36,2,76.69,B,0,Helped me improve a lot,Positive
4649,Kavya Verma,20,Male,0.97,45.1,0.74,7,35,7,74.46,B,0,Very engaging and informative,Positive
4650,Meena Nair,24,Female,0.46,29.92,0.89,8,9,4,57.52,C,0,Okay course,Neutral
4651,Vijay Nair,26,Male,0.91,56.2,0.66,3,40,0,71.27,B,0,Loved the teaching style,Positive
4652,Anjali Nair,30,Male,0.79,39.14,0.69,8,49,9,74.98,B,0,Helped me improve a lot,Positive
4653,Kavya Singh,24,Female,0.92,43.42,0.78,8,43,3,86.26,A,0,Loved the teaching style,Positive
4654,Priya Gupta,27,Female,0.97,38.79,0.65,3,42,8,72.53,B,0,Very engaging and informative,Positive
4655,Divya Verma,19,Female,0.68,27.35,0.39,4,37,9,54.53,D,0,Too difficult to follow,Negative
4656,Priya Patel,21,Female,0.78,26.79,0.73,9,43,8,74.95,B,0,Loved the teaching style,Positive
4657,Anjali Gupta,21,Male,0.45,40.29,0.81,5,27,5,59.42,C,0,Nothing special,Neutral
4658,Meena Patel,26,Male,1,75.67,0.78,3,38,3,72.54,B,0,Very engaging and informative,Positive
4659,Ravi Singh,26,Male,0.96,33.59,0.68,8,13,0,62.39,C,0,Okay course,Neutral
4660,Divya Verma,26,Female,0.69,35.86,0.75,8,25,5,56.26,C,0,Average experience,Neutral
4661,Ravi Singh,21,Male,0.89,12.1,0.84,8,22,7,65.49,C,0,Average experience,Neutral
4662,Kavya Verma,24,Male,0.66,33.59,0.94,9,43,5,68.77,C,0,Okay course,Neutral
4663,Divya Verma,24,Male,0.88,27.36,0.56,4,33,9,56.83,C,0,Normal learning experience,Neutral
4664,Priya Reddy,30,Male,0.75,40.69,0.41,6,9,0,52.46,D,0,Not useful at all,Negative
4665,Rahul Gupta,29,Female,0.6,57.32,0.56,7,0,3,59.99,C,0,Normal learning experience,Neutral
4666,Suresh Gupta,20,Male,0.94,11.9,0.57,9,16,4,67.78,C,0,Nothing special,Neutral
4667,Divya Nair,25,Female,0.92,35.87,0.62,9,37,1,74.14,B,0,Helped me improve a lot,Positive
4668,Meena Sharma,18,Male,0.82,37.38,0.88,4,30,5,61.39,C,0,Normal learning experience,Neutral
4669,Vijay Nair,18,Female,0.81,23.1,1,9,35,9,71.21,B,0,Very engaging and informative,Positive
4670,Karthik Iyer,30,Male,0.59,62.62,0.72,6,24,7,66.93,C,0,Nothing special,Neutral
4671,Rahul Reddy,25,Male,0.83,11.23,0.65,8,14,1,55.66,C,0,Okay course,Neutral
4672,Vijay Reddy,28,Female,0.58,18.56,0.48,3,9,0,32.84,Fail,0,Very confusing content,Negative
4673,Rahul Iyer,29,Female,0.58,33.62,0.53,4,18,7,43.31,D,0,Too difficult to follow,Negative
4674,Meena Patel,24,Female,1,70,0.75,8,4,0,75.02,B,0,Helped me improve a lot,Positive
4675,Rahul Das,20,Male,0.59,59.11,0.56,8,8,2,45.23,D,0,Too difficult to follow,Negative
4676,Meena Patel,27,Female,0.72,31.12,0.73,4,44,0,60.78,C,0,Normal learning experience,Neutral
4677,Kavya Verma,26,Female,0.82,42.86,0.7,7,37,1,61.59,C,0,Okay course,Neutral
4678,Sneha Patel,20,Female,0.79,25.68,0.7,6,18,1,62.55,C,0,Nothing special,Neutral
4679,Meena Patel,28,Male,1,49.43,0.62,4,17,2,66.36,C,0,Normal learning experience,Neutral
4680,Ravi Singh,23,Female,0.74,50.86,0.61,9,19,1,61.54,C,0,Average experience,Neutral
4681,Priya Das,25,Female,0.71,54.18,0.19,4,42,3,48.91,D,0,Not useful at all,Negative
4682,Vijay Singh,24,Male,0.56,55.4,0.42,6,11,3,54.66,D,0,Not useful at all,Negative
4683,Meena Das,18,Female,0.79,34.31,0.49,4,45,7,61.05,C,0,Okay course,Neutral
4684,Karthik Iyer,18,Male,0.79,27.27,0.7,7,35,7,64.89,C,0,Nothing special,Neutral
4685,Rahul Iyer,26,Female,0.78,25.9,0.37,8,30,9,58.15,C,0,Can be improved,Neutral
4686,Karthik Singh,28,Male,0.98,56.85,0.87,4,46,6,79.83,B,0,Very engaging and informative,Positive
4687,Divya Reddy,27,Female,0.83,18.2,0.67,8,10,0,54.51,D,0,Waste of time,Negative
4688,Kavya Reddy,20,Male,0.58,65.21,0.43,7,39,3,60.13,C,0,Nothing special,Neutral
4689,Rahul Singh,20,Male,0.53,53.13,1,5,44,9,71.4,B,0,Helped me improve a lot,Positive
4690,Priya Gupta,25,Female,0.8,54.44,0.72,9,22,7,75.9,B,0,Excellent platform for learning,Positive
4691,Kavya Verma,22,Female,0.63,52.59,0.57,4,44,1,58.21,C,0,Nothing special,Neutral
4692,Rahul Kumar,26,Male,0.65,32.6,0.39,9,11,0,51.48,D,0,Poor explanations,Negative
4693,Kavya Patel,26,Male,0.81,28.57,0.89,3,22,7,69.08,C,0,Normal learning experience,Neutral
4694,Sneha Verma,25,Female,0.68,54.86,0.46,8,23,9,51.2,D,0,Very confusing content,Negative
4695,Kavya Kumar,30,Male,0.52,49.93,0.71,5,7,9,43.07,D,0,Too difficult to follow,Negative
4696,Ravi Verma,30,Male,0.57,22.66,0.76,5,44,9,60.31,C,0,Can be improved,Neutral
4697,Meena Kumar,23,Female,0.68,44.12,0.93,3,25,0,69.28,C,0,Okay course,Neutral
4698,Anjali Gupta,18,Female,1,50.07,0.63,8,5,9,72.84,B,0,Loved the teaching style,Positive
4699,Ravi Sharma,30,Female,0.8,31.95,0.76,8,25,8,61.61,C,0,Nothing special,Neutral
4700,Sneha Reddy,24,Male,0.78,33.26,0.27,7,18,1,49.59,D,0,Not useful at all,Negative
4701,Anjali Reddy,28,Female,0.84,16.97,0.66,6,3,6,59.9,C,0,Normal learning experience,Neutral
4702,Rahul Nair,23,Female,0.62,33.94,1,4,39,1,58.94,C,0,Okay course,Neutral
4703,Meena Verma,26,Female,0.64,23.33,0.85,4,28,9,58.01,C,0,Okay course,Neutral
4704,Priya Verma,28,Female,0.72,9.99,0.6,3,30,0,55.08,C,0,Average experience,Neutral
4705,Priya Sharma,22,Male,0.66,29.12,0.69,3,40,4,51.86,D,0,Waste of time,Negative
4706,Divya Kumar,23,Male,0.82,38.44,0.63,7,1,2,59.67,C,0,Can be improved,Neutral
4707,Kavya Sharma,26,Male,0.77,27.3,0.88,3,22,5,67.29,C,0,Normal learning experience,Neutral
4708,Priya Verma,22,Female,0.56,49.24,0.81,3,40,1,65.55,C,0,Normal learning experience,Neutral
4709,Sneha Nair,28,Male,0.74,45.96,1,9,27,4,77.99,B,0,Excellent platform for learning,Positive
4710,Divya Reddy,20,Female,0.63,34.2,0.71,5,29,2,62.42,C,0,Can be improved,Neutral
4711,Ravi Nair,19,Male,0.73,17.41,1,5,1,9,54.16,D,0,Waste of time,Negative
4712,Divya Iyer,30,Female,0.83,72.65,0.88,4,5,8,65.66,C,0,Can be improved,Neutral
4713,Ravi Iyer,18,Male,0.75,18.89,0.65,3,30,1,54.24,D,0,Not useful at all,Negative
4714,Karthik Gupta,25,Male,0.34,38.83,0.27,4,31,0,36.76,Fail,0,Poor explanations,Negative
4715,Ravi Gupta,22,Male,0.91,9.57,0.95,5,45,0,78.22,B,0,Helped me improve a lot,Positive
4716,Kavya Gupta,26,Male,0.97,44.14,0.77,5,7,2,64.33,C,0,Nothing special,Neutral
4717,Arun Sharma,25,Female,0.57,27.75,0.79,5,3,8,53.18,D,0,Poor explanations,Negative
4718,Priya Patel,21,Male,0.45,52.95,0.71,8,0,7,56.51,C,0,Normal learning experience,Neutral
4719,Karthik Sharma,18,Female,0.66,41.55,0.65,9,19,6,54.75,D,0,Not useful at all,Negative
4720,Anjali Patel,29,Female,0.86,41.82,0.59,4,46,8,68.04,C,0,Okay course,Neutral
4721,Sneha Reddy,25,Male,0.88,33.62,0.57,6,15,6,53,D,0,Too difficult to follow,Negative
4722,Anjali Nair,24,Male,0.39,7.95,1,6,34,5,46.54,D,1,Not useful at all,Negative
4723,Kavya Patel,19,Female,0.86,41.68,0.73,6,40,5,68.79,C,0,Average experience,Neutral
4724,Meena Patel,20,Female,0.84,47.6,0.95,5,4,7,62.98,C,0,Average experience,Neutral
4725,Sneha Sharma,24,Male,0.6,45.14,0.88,4,37,9,69.75,C,0,Average experience,Neutral
4726,Kavya Nair,19,Male,0.95,60.87,0.56,8,9,5,71.09,B,0,Excellent platform for learning,Positive
4727,Priya Patel,22,Female,0.6,32.89,0.96,8,25,1,69.71,C,0,Nothing special,Neutral
4728,Vijay Das,26,Male,0.51,61.67,0.67,7,12,6,59.43,C,0,Nothing special,Neutral
4729,Divya Sharma,25,Female,1,33.95,0.6,4,21,6,60.3,C,0,Nothing special,Neutral
4730,Vijay Reddy,30,Male,0.93,42.12,0.7,6,20,2,62.6,C,0,Average experience,Neutral
4731,Divya Kumar,29,Male,0.66,40.2,0.74,6,8,1,53.12,D,0,Very confusing content,Negative
4732,Anjali Patel,22,Female,0.87,74.89,0.83,7,43,9,88.28,A,0,Helped me improve a lot,Positive
4733,Arun Das,20,Female,0.76,56.8,0.83,6,36,0,63.32,C,0,Normal learning experience,Neutral
4734,Meena Singh,19,Male,0.85,60.76,0.91,8,43,8,74.51,B,0,Very engaging and informative,Positive
4735,Ravi Reddy,24,Female,0.5,40.97,0.54,6,3,7,48.92,D,0,Poor explanations,Negative
4736,Priya Patel,28,Female,0.63,39.87,0.81,8,18,9,57.03,C,0,Okay course,Neutral
4737,Anjali Gupta,28,Female,0.89,66.17,0.68,3,42,3,71.98,B,0,Excellent platform for learning,Positive
4738,Anjali Verma,29,Male,0.99,22.62,0.73,8,36,3,67.54,C,0,Normal learning experience,Neutral
4739,Sneha Das,20,Male,0.83,20.56,1,6,27,6,70.76,B,0,Loved the teaching style,Positive
4740,Sneha Nair,29,Female,0.73,44.58,0.61,8,26,9,53.23,D,0,Too difficult to follow,Negative
4741,Anjali Reddy,30,Male,0.72,60.3,0.55,4,49,3,61.83,C,0,Normal learning experience,Neutral
4742,Arun Gupta,27,Male,0.78,10.49,0.65,6,30,7,53.56,D,0,Waste of time,Negative
4743,Ravi Patel,18,Male,1,9.78,0.58,3,38,0,60.93,C,0,Nothing special,Neutral
4744,Rahul Verma,24,Male,0.61,27.12,1,6,46,9,74.21,B,0,Excellent platform for learning,Positive
4745,Ravi Patel,23,Male,0.52,40.67,0.94,5,9,6,49.08,D,0,Poor explanations,Negative
4746,Priya Sharma,18,Male,0.87,50.32,0.84,8,7,0,67.5,C,0,Okay course,Neutral
4747,Divya Patel,28,Male,0.15,26.77,0.59,7,15,2,31.78,Fail,0,Poor explanations,Negative
4748,Kavya Patel,29,Male,1,-13.89,0.75,8,5,3,49.43,D,0,Too difficult to follow,Negative
4749,Arun Reddy,18,Female,1,28.03,0.95,5,26,1,72.68,B,0,Great course and very helpful,Positive
4750,Vijay Iyer,26,Female,0.53,40.54,0.41,5,8,8,42.99,D,0,Very confusing content,Negative
4751,Vijay Das,25,Male,0.72,24.22,0.73,8,35,2,68.57,C,0,Nothing special,Neutral
